OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry
14207,BONAP,3,,,,2,487.5,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil
14208,FURIB,3,,,,1,97.0,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA
14209,OLDWO,2,,,,2,99.75,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark
14210,HUNGC,4,,,,3,130.5,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada
14211,FRANS,4,,,,2,467.0,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland
14212,BOTTM,7,,,,3,225.25,The Cracker Box,55 Grizzly Peak Rd.,Butte,North America,59801,USA
14213,ISLAT,1,,,,1,401.25,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,5033,Mexico
14214,LAUGB,9,,,,3,408.75,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
14215,FRANR,2,,,,1,240.5,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil
14216,FRANS,9,,,,1,18.75,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
14217,QUICK,4,,,,1,464.25,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland
14218,WANDK,5,,,,2,386.5,Bon app-,"12, rue des Bouchers",Marseille,Western Europe,13008,France
14219,BLONP,5,,,,2,435.25,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,4179,Germany
14220,QUEDE,7,,,,2,293.75,La corne d-abondance,"67, avenue de l-Europe",Versailles,Western Europe,78000,France
14221,BLONP,8,,,,1,79.5,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
14222,ERNSH,2,,,,1,322.75,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
14223,OTTIK,7,,,,3,429.25,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
14224,WOLZA,8,,,,2,241.75,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
14225,HILAA,6,,,,2,73.25,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France
14226,NORTS,2,,,,2,197.25,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada
14227,GROSR,1,,,,2,302.75,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK
14228,LONEP,8,,,,1,52.5,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium
14229,KOENE,4,,,,2,198.5,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
14230,RANCH,5,,,,3,199.0,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
14231,OCEAN,3,,,,1,243.75,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA
14232,FOLKO,6,,,,3,418.25,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK
14233,LAUGB,5,,,,1,216.25,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
14234,PRINI,7,,,,3,437.25,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK
14235,DRACD,3,,,,2,266.75,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain
14236,FOLKO,3,,,,1,326.0,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France
14237,HILAA,9,,,,3,133.5,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
14238,PRINI,5,,,,3,241.25,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA
14239,PARIS,7,,,,1,61.5,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
14240,HUNGO,6,,,,3,344.25,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium
14241,FRANS,4,,,,1,372.5,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
14242,LEHMS,4,,,,3,469.25,Alfreds Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
14243,FRANK,5,,,,2,455.25,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain
14244,RICAR,1,,,,2,254.0,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
14245,SUPRD,5,,,,3,76.75,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
14246,RATTC,4,,,,3,538.75,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
14247,MAGAA,7,,,,1,73.5,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
14248,RANCH,1,,,,3,401.75,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
14249,CHOPS,9,,,,3,240.5,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
14250,BOLID,5,,,,1,229.75,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA
14251,TORTU,4,,,,2,38.75,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil
14252,NORTS,7,,,,2,24.75,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark
14253,MORGK,7,,,,2,440.5,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA
14254,OCEAN,8,,,,3,546.0,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina
14255,GROSR,6,,,,3,164.25,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
14256,SPLIR,8,,,,3,481.75,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK
14257,SAVEA,8,,,,1,165.25,La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
14258,LACOR,2,,,,3,29.75,La corne d-abondance,"67, avenue de l-Europe",Versailles,Western Europe,78000,France
14259,KOENE,5,,,,2,234.0,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
14260,MEREP,4,,,,1,127.25,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
14261,FOLKO,1,,,,2,319.5,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany
14262,RATTC,9,,,,2,376.25,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain
14263,WELLI,2,,,,2,77.0,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain
14264,SEVES,3,,,,2,169.5,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,5023,Mexico
14265,FOLKO,3,,,,3,401.25,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
14266,RATTC,5,,,,2,252.5,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain
14267,OCEAN,1,,,,3,323.5,Eastern Connection,35 King George,London,British Isles,WX3 6FW,UK
14268,REGGC,9,,,,2,429.75,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
14269,HILAA,9,,,,3,20.75,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
14270,THEBI,3,,,,2,517.0,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France
14271,REGGC,3,,,,1,68.75,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
14272,QUICK,8,,,,3,307.0,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,4179,Germany
14273,GREAL,1,,,,3,368.0,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
14274,QUEEN,7,,,,2,78.5,Alfreds Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
14275,SANTG,2,,,,3,501.0,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany
14276,PRINI,7,,,,3,344.25,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,5033,Mexico
14277,MEREP,1,,,,3,329.0,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
14278,MEREP,1,,,,3,34.75,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany
14279,SAVEA,8,,,,3,12.25,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany
14280,FRANK,2,,,,3,93.0,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
14281,VINET,5,,,,2,186.75,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain
14282,CONSH,3,,,,1,260.25,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA
14283,OTTIK,1,,,,2,448.75,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
14284,WANDK,3,,,,2,51.0,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany
14285,WILMK,6,,,,1,284.75,B-s Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
14286,SPLIR,4,,,,2,149.0,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
14287,LEHMS,5,,,,3,512.75,Eastern Connection,35 King George,London,British Isles,WX3 6FW,UK
14288,QUEEN,2,,,,3,178.25,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
14289,LILAS,6,,,,2,367.5,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA
14290,LILAS,9,,,,2,416.75,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
14291,KOENE,3,,,,3,425.5,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
14292,WANDK,2,,,,2,63.25,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France
14293,WILMK,2,,,,1,347.5,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
14294,PRINI,7,,,,2,73.25,Trail-s Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA
14295,CHOPS,7,,,,3,293.5,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil
14296,BSBEV,9,,,,1,248.75,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal
14297,PRINI,8,,,,2,128.75,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA
14298,HILAA,8,,,,2,496.75,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
14299,TRAIH,9,,,,2,390.75,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain
14300,OLDWO,9,,,,2,87.25,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
14301,BSBEV,4,,,,2,275.0,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
14302,HANAR,1,,,,3,285.0,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
14303,ISLAT,2,,,,1,410.5,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA
14304,FURIB,5,,,,3,492.5,La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
14305,SIMOB,9,,,,2,491.25,Let-s Stop N Shop,87 Polk St. Suite 5,San Francisco,North America,94117,USA
14306,LACOR,7,,,,3,382.5,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
14307,LONEP,6,,,,1,149.75,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil
14308,FRANK,7,,,,3,394.5,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
14309,LACOR,2,,,,1,303.0,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA
14310,DRACD,9,,,,2,541.75,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,Southern Europe,28023,Spain
14311,LEHMS,2,,,,2,219.5,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK
14312,ROMEY,9,,,,2,325.25,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany
14313,ISLAT,7,,,,1,401.25,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland
14314,SUPRD,9,,,,3,306.75,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland
14315,SEVES,9,,,,2,310.75,Eastern Connection,35 King George,London,British Isles,WX3 6FW,UK
14316,FRANS,6,,,,1,349.5,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
14317,QUEEN,7,,,,2,210.75,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
14318,WILMK,4,,,,2,13.75,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA
14319,QUICK,7,,,,3,419.25,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark
14320,ROMEY,3,,,,3,362.25,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland
14321,GOURL,2,,,,3,122.5,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
14322,FOLIG,7,,,,1,171.25,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
14323,NORTS,8,,,,3,264.25,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
14324,PICCO,1,,,,1,474.5,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
14325,TRADH,4,,,,1,448.25,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada
14326,WILMK,9,,,,2,220.25,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium
14327,THECR,7,,,,3,337.5,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,5033,Mexico
14328,TOMSP,4,,,,3,357.75,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
14329,WHITC,4,,,,2,296.75,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
14330,BERGS,8,,,,2,25.0,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK
14331,RICSU,8,,,,2,183.5,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France
14332,QUEDE,3,,,,1,220.0,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK
14333,EASTC,5,,,,1,56.25,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
14334,BLONP,7,,,,1,158.75,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina
14335,TOMSP,1,,,,2,371.0,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
14336,WELLI,7,,,,1,366.0,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
14337,GOURL,4,,,,1,309.5,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK
14338,TORTU,2,,,,3,187.5,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,5033,Mexico
14339,VICTE,8,,,,2,483.5,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
14340,QUEEN,5,,,,3,127.25,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France
14341,ROMEY,6,,,,2,120.0,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland
14342,PERIC,4,,,,3,449.0,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland
14343,CHOPS,7,,,,2,473.75,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany
14344,MORGK,2,,,,2,80.0,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany
14345,WELLI,5,,,,1,288.0,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
14346,RATTC,1,,,,2,168.25,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA
14347,HUNGC,8,,,,2,284.0,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK
14348,GROSR,4,,,,2,229.75,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium
14349,BOLID,1,,,,3,36.75,Alfred-s Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
14350,CENTC,6,,,,3,248.25,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK
14351,FRANK,4,,,,3,496.75,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK
14352,BONAP,7,,,,2,250.5,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany
14353,GROSR,6,,,,1,35.0,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
14354,MEREP,2,,,,1,72.5,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain
14355,CACTU,5,,,,1,461.0,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil
14356,REGGC,5,,,,1,328.0,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA
14357,SUPRD,9,,,,1,236.25,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA
14358,HUNGO,7,,,,3,390.25,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA
14359,THEBI,3,,,,3,308.25,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
14360,LACOR,3,,,,2,452.0,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,1307,Germany
14361,LACOR,6,,,,2,275.0,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA
14362,DRACD,3,,,,2,45.5,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina
14363,MORGK,6,,,,3,509.5,Bon app-,"12, rue des Bouchers",Marseille,Western Europe,13008,France
14364,NORTS,8,,,,1,209.5,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,1307,Germany
14365,LEHMS,2,,,,3,302.25,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,4179,Germany
14366,PERIC,8,,,,1,198.75,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
14367,SEVES,7,,,,3,297.25,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
14368,TRADH,2,,,,1,254.75,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK
14369,WHITC,2,,,,1,72.5,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,4179,Germany
14370,RICAR,8,,,,3,307.25,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
14371,VALON,3,,,,2,289.0,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
14372,REGGC,1,,,,3,193.5,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain
14373,FOLKO,1,,,,2,511.5,Vins et alcools Chevalier,59 rue de l-Abbaye,Reims,Western Europe,51100,France
14374,RANCH,7,,,,3,156.25,The Cracker Box,55 Grizzly Peak Rd.,Butte,North America,59801,USA
14375,WOLZA,3,,,,3,41.0,B-s Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
14376,EASTC,2,,,,1,162.0,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA
14377,FAMIA,1,,,,1,136.5,The Cracker Box,55 Grizzly Peak Rd.,Butte,North America,59801,USA
14378,LAZYK,5,,,,1,453.25,The Big Cheese,89 Jefferson Way Suite 2,Portland,North America,97201,USA
14379,VICTE,6,,,,2,377.25,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
14380,LAMAI,4,,,,3,215.5,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium
14381,WANDK,9,,,,3,270.5,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
14382,GODOS,5,,,,3,385.75,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
14383,VALON,7,,,,2,156.0,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,5033,Mexico
14384,LONEP,7,,,,1,502.5,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,Southern Europe,28023,Spain
14385,FRANK,8,,,,2,256.0,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,4179,Germany
14386,TORTU,5,,,,3,442.5,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,5033,Mexico
14387,TOMSP,5,,,,1,397.25,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,5033,Mexico
14388,FURIB,8,,,,3,29.0,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal
14389,FOLKO,9,,,,1,345.75,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada
14390,OTTIK,8,,,,3,126.5,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil
14391,LAZYK,5,,,,3,86.75,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,1307,Germany
14392,BOTTM,8,,,,2,373.0,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada
14393,THECR,2,,,,3,186.5,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
14394,LONEP,5,,,,3,307.5,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,10100,Italy
14395,ROMEY,1,,,,1,376.25,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal
14396,SAVEA,4,,,,1,65.25,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France
14397,FISSA,8,,,,2,166.5,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
14398,ANTON,8,,,,3,369.5,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
14399,WHITC,1,,,,3,172.0,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,North America,99362,USA
14400,COMMI,6,,,,1,421.75,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,Central America,5022,Mexico
14401,FRANS,3,,,,3,412.75,Spécialités du monde,"25, rue Lauriston",Paris,Western Europe,75016,France
14402,LEHMS,1,,,,2,375.0,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France
14403,Val2 ,6,,,,2,51.75,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,South America,1081,Venezuela
14404,LAMAI,9,,,,2,265.75,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France
14405,QUEEN,1,,,,3,224.25,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil
14406,REGGC,2,,,,3,385.0,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
14407,VALON,9,,,,2,80.75,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,5033,Mexico
14408,ERNSH,2,,,,1,512.0,Let-s Stop N Shop,87 Polk St. Suite 5,San Francisco,North America,94117,USA
14409,VALON,4,,,,2,218.25,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark
14410,LEHMS,2,,,,1,374.25,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
14411,HUNGC,8,,,,3,109.0,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany
14412,FOLKO,4,,,,1,373.0,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,Central America,5022,Mexico
14413,THECR,6,,,,3,323.5,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
14414,MORGK,5,,,,2,240.5,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
14415,WARTH,2,,,,2,375.5,Alfreds Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
14416,TOMSP,3,,,,1,28.5,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
14417,PERIC,7,,,,2,415.0,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy
14418,GREAL,4,,,,2,181.5,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
14419,WANDK,5,,,,2,355.5,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil
14420,GOURL,7,,,,3,242.0,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
14421,LACOR,7,,,,3,422.25,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France
14422,DRACD,4,,,,1,463.25,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain
14423,GREAL,4,,,,3,20.25,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA
14424,WELLI,8,,,,3,368.0,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina
14425,RICAR,5,,,,3,157.75,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany
14426,LETSS,8,,,,1,71.5,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina
14427,GREAL,2,,,,3,190.75,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,4179,Germany
14428,SPECD,9,,,,1,248.5,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark
14429,BERGS,7,,,,2,422.25,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany
14430,HILAA,3,,,,1,19.75,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal
14431,RICSU,6,,,,1,159.5,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal
14432,WANDK,4,,,,1,302.75,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA
14433,FURIB,8,,,,3,341.5,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
14434,HUNGC,1,,,,1,175.25,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
